"yorf","gene","beckmannHi","beckmannLo","hogan","tsvetanova","mitchell","score","RNAbinding","essential","desc"
"YHR121W","LSM12",TRUE,TRUE,FALSE,FALSE,FALSE,1,"nonclassicalRBD",FALSE,"Protein of unknown function that may function in RNA processing; interacts with Pbp1p and Pbp4p and associates with ribosomes; contains an RNA-binding LSM domain and an AD domain; GFP-fusion protein is induced by the DNA-damaging agent MMS; relative distribution to the nucleus increases upon DNA replication stress"
"YLR438C-A","LSM3",TRUE,TRUE,FALSE,FALSE,FALSE,1,"nonclassicalRBD",TRUE,"Lsm (Like Sm) protein; part of heteroheptameric complexes (Lsm2p-7p and either Lsm1p or 8p): cytoplasmic Lsm1p complex involved in mRNA decay; nuclear Lsm8p complex part of U6 snRNP and possibly involved in processing tRNA, snoRNA, and rRNA; protein increases in abundance and relocalizes from nucleus to cytoplasmic foci upon DNA replication stress"
"YER112W","LSM4",FALSE,TRUE,FALSE,FALSE,FALSE,1,"nonclassicalRBD",TRUE,"Lsm (Like Sm) protein; part of heteroheptameric complexes (Lsm2p-7p and either Lsm1p or 8p): cytoplasmic Lsm1p complex involved in mRNA decay; nuclear Lsm8p complex part of U6 snRNP and possibly involved in processing tRNA, snoRNA, and rRNA; forms cytoplasmic foci upon DNA replication stress"
"YNL147W","LSM7",TRUE,TRUE,FALSE,FALSE,FALSE,1,"nonclassicalRBD",FALSE,"Lsm (Like Sm) protein; part of heteroheptameric complexes (Lsm2p-7p and either Lsm1p or 8p): cytoplasmic Lsm1p complex involved in mRNA decay; nuclear Lsm8p complex part of U6 snRNP and possibly involved in processing tRNA, snoRNA, and rRNA; protein abundance increases and forms cytoplasmic foci in response to DNA replication stress"
"YPL004C","LSP1",TRUE,TRUE,FALSE,FALSE,FALSE,1,"nonclassicalRBD",FALSE,"Eisosome core component; eisosomes are large immobile patch structures at the cell cortex associated with endocytosis; phosphorylated on Thr233 upon Pkc1p hyperactivation in a Slt2p MAPK-dependent fashion; null mutants show activation of Pkc1p/Ypk1p stress resistance pathways; member of the BAR domain family"
"YLR427W","MAG2",TRUE,TRUE,FALSE,FALSE,FALSE,1,"unknownRBD",FALSE,"Cytoplasmic protein of unknown function; induced in response to mycotoxin patulin; ubiquitinated protein similar to the human ring finger motif protein RNF10; predicted to be involved in repair of alkylated DNA due to interaction with MAG1"
"YBL091C","MAP2",FALSE,TRUE,FALSE,FALSE,FALSE,1,"unknownRBD",FALSE,"Methionine aminopeptidase; catalyzes the cotranslational removal of N-terminal methionine from nascent polypeptides; function is partially redundant with that of Map1p"
"YOR298C-A","MBF1",TRUE,TRUE,FALSE,FALSE,FALSE,1,"unknownRBD",FALSE,"Transcriptional coactivator; bridges the DNA-binding region of Gcn4p and TATA-binding protein Spt15p; suppressor of frameshift mutations; protein abundance increases in response to DNA replication stress"
"YGR264C","MES1",TRUE,TRUE,FALSE,FALSE,FALSE,1,"nonclassicalRBD",TRUE,"Methionyl-tRNA synthetase; forms a complex with glutamyl-tRNA synthetase (Gus1p) and Arc1p, which increases the catalytic efficiency of both tRNA synthetases; also has a role in nuclear export of tRNAs; mutations in human ortholog MARS are associated with pediatric pulmonary alveolar proteinosis"
"YNL112W","DBP2",TRUE,TRUE,FALSE,FALSE,FALSE,1,"nonclassicalRBD",TRUE,"ATP-dependent RNA helicase of the DEAD-box protein family; has strong preference for dsRNA; interacts with YRA1; required for assembly of Yra1p, Nab2p and Mex67p onto mRNA and formation of nuclear mRNP; involved in mRNA decay and rRNA processing; may be involved in suppression of transcription from cryptic initiation sites"
"YER068W","MOT2",TRUE,TRUE,FALSE,FALSE,FALSE,1,"classicalRBD",FALSE,"Ubiquitin-protein ligase subunit of the CCR4-NOT complex; with Ubc4p, ubiquitinates nascent polypeptide-associated complex subunits and histone demethyase Jhd2p; CCR4-NOT has roles in transcription regulation, mRNA degradation, and post-transcriptional modifications; regulates levels of DNA Polymerase-{alpha} to promote efficient and accurate DNA replication"
"YDL040C","NAT1",TRUE,TRUE,FALSE,FALSE,FALSE,1,"unknownRBD",FALSE,"Subunit of protein N-terminal acetyltransferase NatA; NatA comprised of Nat1p, Ard1p, and Nat5p; N-terminally acetylates many proteins to influence multiple processes such as cell cycle progression, heat-shock resistance, mating, sporulation, telomeric silencing and early stages of mitophagy; orthologous to human NAA15; expression of both human NAA10 and NAA15 functionally complements ard1 nat1 double mutant although single mutations are not complemented by their orthologs"
"YPR052C","NHP6A",TRUE,TRUE,FALSE,FALSE,FALSE,1,"unknownRBD",FALSE,"High-mobility group (HMG) protein; binds to and remodels nucleosomes; involved in recruiting FACT and other chromatin remodelling complexes to chromosomes; functionally redundant with Nhp6Bp; required for transcriptional initiation fidelity of some tRNA genes; homologous to mammalian HMGB1 and HMGB2; NHP6A has a paralog, NHP6B, that arose from the whole genome duplication; protein abundance increases in response to DNA replication stress"
"YBR089C-A","NHP6B",TRUE,TRUE,FALSE,FALSE,FALSE,1,"unknownRBD",FALSE,"High-mobility group (HMG) protein; binds to and remodels nucleosomes; involved in recruiting FACT and other chromatin remodelling complexes to the chromosomes; functionally redundant with Nhp6Ap; required for transcriptional initiation fidelity of some tRNA genes; homologous to mammalian HMGB1 and HMGB2; NHP6B has a paralog, NHP6A, that arose from the whole genome duplication"
"YHR077C","NMD2",TRUE,TRUE,FALSE,FALSE,FALSE,1,"nonclassicalRBD",FALSE,"Protein involved in the nonsense-mediated mRNA decay (NMD) pathway; interacts with Nam7p and Upf3p; involved in telomere maintenance"
"YHR170W","NMD3",TRUE,TRUE,FALSE,FALSE,FALSE,1,"nonclassicalRBD",TRUE,"Protein involved in nuclear export of the large ribosomal subunit; acts as a Crm1p-dependent adapter protein for export of nascent ribosomal subunits through the nuclear pore complex"
"YNR053C","NOG2",TRUE,TRUE,FALSE,FALSE,FALSE,1,"unknownRBD",TRUE,"Putative GTPase; associates with pre-60S ribosomal subunits in the nucleolus and is required for their nuclear export and maturation; recruited by ribosomal proteins L17, L35, and L37 to assembling ribosomes after 27SB pre-rRNA is generated, immediately preceding removal of ITS2"
"YDL014W","NOP1",TRUE,TRUE,FALSE,FALSE,FALSE,1,"nonclassicalRBD",TRUE,"Histone glutamine methyltransferase, modifies H2A at Q105 in nucleolus; component of the small subunit processome complex, which is required for processing of pre-18S rRNA; ortholog of mammalian fibrillarin; inviability of the null mutant is functionally complemented by human FBL"
"YER002W","NOP16",TRUE,TRUE,FALSE,FALSE,FALSE,1,"unknownRBD",FALSE,"Constituent of 66S pre-ribosomal particles; involved in 60S ribosomal subunit biogenesis"
"YNL061W","NOP2",TRUE,TRUE,FALSE,FALSE,FALSE,1,"nonclassicalRBD",TRUE,"rRNA m5C methyltransferase; methylates cytosine at position 2870 of 25S rRNA; has an essential function independent of rRNA methylation; contains seven beta-strand methyltransferase motif; essential for processing and maturation of 27S pre-rRNA and large ribosomal subunit biogenesis; localized to the nucleolus; constituent of 66S pre-ribosomal particles; rRNA methylation defect and lethality are functionally complemented by human NOP2, a gene upregulated in cancer"
"YPL146C","NOP53",TRUE,TRUE,FALSE,FALSE,FALSE,1,"nonclassicalRBD",TRUE,"Nucleolar protein; involved in biogenesis of the 60S subunit of the ribosome; interacts with rRNA processing factors Cbf5p and Nop2p and with the nucleolar proteins Nop17p and Nip7p; null mutant is viable but growth is severely impaired"
"YIL038C","NOT3",TRUE,TRUE,FALSE,FALSE,FALSE,1,"unknownRBD",FALSE,"Component of the CCR4-NOT core complex, involved in mRNA decapping; involved in transcription initiation and elongation and in mRNA degradation; conserved lysine in human homolog of Not3p and Not5p is mutated in cancers"
"YHR073W","OSH3",TRUE,TRUE,FALSE,FALSE,FALSE,1,"unknownRBD",FALSE,"Member of an oxysterol-binding protein family; this family has seven members in S. cerevisiae; family members have overlapping, redundant functions in sterol metabolism and collectively perform a function essential for viability; contains FFAT motif; interacts with ER anchor Scs2p at patches at the plasma membrane; regulated by sterol binding"
"YHL013C","OTU2",TRUE,TRUE,FALSE,FALSE,FALSE,1,"unknownRBD",FALSE,"Protein of unknown function; may interact with ribosomes, based on co-purification experiments; member of the ovarian tumor-like (OTU) superfamily of predicted cysteine proteases; shows cytoplasmic localization; protein abundance increases in response to DNA replication stress"
"YLR044C","PDC1",TRUE,TRUE,FALSE,FALSE,FALSE,1,"unknownRBD",FALSE,"Major of three pyruvate decarboxylase isozymes; key enzyme in alcoholic fermentation; decarboxylates pyruvate to acetaldehyde; involved in amino acid catabolism; subject to glucose-, ethanol-, and autoregulation; activated by phosphorylation in response to glucose levels; N-terminally propionylated in vivo"
"YCR012W","PGK1",TRUE,TRUE,FALSE,FALSE,FALSE,1,"unknownRBD",TRUE,"3-phosphoglycerate kinase; catalyzes transfer of high-energy phosphoryl groups from the acyl phosphate of 1,3-bisphosphoglycerate to ADP to produce ATP; key enzyme in glycolysis and gluconeogenesis"
"YGL008C","PMA1",TRUE,TRUE,FALSE,FALSE,FALSE,1,"unknownRBD",TRUE,"Plasma membrane P2-type H+-ATPase; pumps protons out of cell; major regulator of cytoplasmic pH and plasma membrane potential; long-lived protein asymmetrically distributed at plasma membrane between mother cells and buds; accumulates at high levels in mother cells during aging, buds emerge with very low levels of Pma1p, newborn cells have low levels of Pma1p; Hsp30p plays a role in Pma1p regulation; interactions with Std1p appear to propagate [GAR+]"
"YGL037C","PNC1",TRUE,TRUE,FALSE,FALSE,FALSE,1,"unknownRBD",FALSE,"Nicotinamidase that converts nicotinamide to nicotinic acid; part of the NAD(+) salvage pathway; required for life span extension by calorie restriction; lacks a peroxisomal targeting signal but is imported into peroxisomes via binding to Gpd1p; PNC1 expression responds to all known stimuli that extend replicative life span; protein increases in abundance and relative distribution to cytoplasmic foci decreases upon DNA replication stress"
"YEL055C","POL5",TRUE,TRUE,FALSE,FALSE,FALSE,1,"nonclassicalRBD",TRUE,"DNA Polymerase phi; has sequence similarity to the human MybBP1A and weak sequence similarity to B-type DNA polymerases, not required for chromosomal DNA replication; required for the synthesis of rRNA"
"YOR361C","PRT1",TRUE,TRUE,FALSE,FALSE,FALSE,1,"classicalRBD",TRUE,"eIF3b subunit of the eukaryotic translation initiation factor 3 (eIF3); subunit of the core complex of eIF3; essential for translation; part of a subcomplex (Prt1p-Rpg1p-Nip1p) that stimulates binding of mRNA and tRNA(i)Met to ribosomes; eIF3 is also involved in programmed stop codon readthrough"
"YOR243C","PUS7",TRUE,TRUE,FALSE,FALSE,FALSE,1,"nonclassicalRBD",FALSE,"Pseudouridine synthase; catalyzes pseudouridylation at positions 35 and 56 in U2 snRNA, position 50 in 5S rRNA, position 13 in cytoplasmic tRNAs, and position 35 in pre-tRNA(Tyr); also pseudouridylates some mRNAs; relocates from nucleus to cytoplasm during heat shock and differentially modifies some mRNAs during heat shock; conserved in archaea, vertebrates, and some bacteria"
"YOR046C","DBP5",TRUE,TRUE,FALSE,FALSE,FALSE,1,"nonclassicalRBD",TRUE,"Cytoplasmic ATP-dependent RNA helicase of the DEAD-box family; involved in mRNA export from the nucleus, remodeling messenger ribonucleoprotein particles (mRNPs), with ATPase activity stimulated by Gle1p, IP6 and Nup159p; involved in translation termination along with Sup45p (eRF1); role in the cellular response to heat stress"
"YLR059C","REX2",FALSE,TRUE,FALSE,FALSE,FALSE,1,"nonclassicalRBD",FALSE,"3'-5' RNA exonuclease; involved in 3'-end processing of U4 and U5 snRNAs, 5S and 5.8S rRNAs, and RNase P and RNase MRP RNA; localized to mitochondria and null suppresses escape of mtDNA to nucleus in yme1 yme2 mutants; RNase D exonuclease"
"YPR115W","RGC1",FALSE,TRUE,FALSE,FALSE,FALSE,1,"unknownRBD",FALSE,"Putative regulator of the Fps1p glycerol channel; multiply phosphorylated by Hog1p under osmotic stress; contains a pleckstrin homology domain; forms homodimers and heterodimerizes with paralog Ask10p; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm"
"YCR028C-A","RIM1",TRUE,TRUE,FALSE,FALSE,FALSE,1,"unknownRBD",FALSE,"ssDNA-binding protein essential for mitochondrial genome maintenance; involved in mitochondrial DNA replication; stimulates utilization by Mip1p DNA polymerase of RNA primers synthesized by Rpo41p"
"YKR024C","DBP7",TRUE,TRUE,FALSE,FALSE,FALSE,1,"nonclassicalRBD",FALSE,"Putative ATP-dependent RNA helicase of the DEAD-box family; involved in ribosomal biogenesis; required at post-transcriptional step for efficient retrotransposition; essential for growth under anaerobic conditions"
"YHR088W","RPF1",TRUE,TRUE,FALSE,FALSE,FALSE,1,"unknownRBD",TRUE,"Protein involved in assembly and export of the large ribosomal subunit; nucleolar protein; constituent of 66S pre-ribosomal particles; contains a sigma(70)-like motif, which is thought to bind RNA"
"YIL119C","RPI1",TRUE,TRUE,FALSE,FALSE,FALSE,1,"unknownRBD",FALSE,"Transcription factor, allelic differences between S288C and Sigma1278b; mediates fermentation stress tolerance by modulating cell wall integrity; overexpression suppresses heat shock sensitivity of wild-type RAS2 overexpression and also suppresses cell lysis defect of mpk1 mutation; allele from S288c can confer fMAPK pathway independent transcription of FLO11; S288C and Sigma1278b alleles differ in number of tandem repeats within ORF"
"YPR102C","RPL11A",TRUE,TRUE,FALSE,FALSE,FALSE,1,"unknownRBD",FALSE,"Ribosomal 60S subunit protein L11A; expressed at twice the level of Rpl11Bp; involved in ribosomal assembly; depletion causes degradation of 60S proteins and RNA; homologous to mammalian ribosomal protein L11 and bacterial L5; RPL11A has a paralog, RPL11B, that arose from the whole genome duplication"
"YEL054C","RPL12A",TRUE,TRUE,FALSE,FALSE,FALSE,1,"nonclassicalRBD",FALSE,"Ribosomal 60S subunit protein L12A; rpl12a rpl12b double mutant exhibits slow growth and slow translation; homologous to mammalian ribosomal protein L12 and bacterial L11; RPL12A has a paralog, RPL12B, that arose from the whole genome duplication"
"YMR142C","RPL13B",TRUE,TRUE,FALSE,FALSE,FALSE,1,"unknownRBD",FALSE,"Ribosomal 60S subunit protein L13B; not essential for viability; homologous to mammalian ribosomal protein L13, no bacterial homolog; RPL13B has a paralog, RPL13A, that arose from the whole genome duplication"
"YLR029C","RPL15A",TRUE,TRUE,FALSE,FALSE,FALSE,1,"unknownRBD",TRUE,"Ribosomal 60S subunit protein L15A; binds to 5.8 S rRNA; homologous to mammalian ribosomal protein L15, no bacterial homolog; RPL15A has a paralog, RPL15B, that arose from the whole genome duplication"
"YNL069C","RPL16B",TRUE,TRUE,FALSE,FALSE,FALSE,1,"unknownRBD",FALSE,"Ribosomal 60S subunit protein L16B; N-terminally acetylated, binds 5.8 S rRNA; transcriptionally regulated by Rap1p; homologous to mammalian ribosomal protein L13A and bacterial L13; RPL16B has a paralog, RPL16A, that arose from the whole genome duplication"
